DATE FORMAT	ORDER_NUMBER	SKU	PCS
14/01/2017	863958	373548	1.0
14/01/2017	863872	373404	1.0
14/01/2017	863872	373850	1.0
14/01/2017	863890	269754	1.0
14/01/2017	863890	315722	1.0
14/01/2017	863890	315723	1.0
14/01/2017	863890	350637	1.0
14/01/2017	863890	371196	1.0
14/01/2017	863890	373404	1.0
14/01/2017	863890	373850	1.0
14/01/2017	864895	337877	2.0
14/01/2017	864895	347407	1.0
14/01/2017	864895	366756	1.0
14/01/2017	864887	339232	3.0
14/01/2017	864887	366756	1.0
14/01/2017	864890	244576	1.0
14/01/2017	864890	366756	1.0
14/01/2017	864884	304962	1.0
14/01/2017	864884	366756	1.0
14/01/2017	864885	366756	1.0
14/01/2017	864885	366786	1.0
14/01/2017	864880	256900	1.0
14/01/2017	864880	366756	1.0
14/01/2017	864865	315250	1.0
14/01/2017	864865	335349	1.0
14/01/2017	864865	344617	3.0
14/01/2017	864865	366756	1.0
14/01/2017	864861	342061	2.0
14/01/2017	864861	347407	3.0
14/01/2017	864861	366756	1.0
14/01/2017	864849	348236	1.0
14/01/2017	864849	366756	1.0
14/01/2017	864840	337910	1.0
14/01/2017	864840	366756	1.0
14/01/2017	864841	330665	1.0
14/01/2017	864841	366756	1.0
14/01/2017	864835	236727	2.0
14/01/2017	864835	366756	1.0
14/01/2017	864834	348238	1.0
14/01/2017	864834	366756	1.0
14/01/2017	864821	337907	1.0
14/01/2017	864821	337908	1.0
14/01/2017	864821	337910	1.0
14/01/2017	864821	359788	1.0
14/01/2017	864821	359789	2.0
14/01/2017	864821	366756	1.0
14/01/2017	864679	292187	1.0
14/01/2017	864679	366756	1.0
14/01/2017	864875	276553	1.0
14/01/2017	864875	366756	1.0
14/01/2017	863949	260229	1.0
14/01/2017	863949	304274	1.0
14/01/2017	863949	337910	1.0
14/01/2017	863949	366756	1.0
14/01/2017	864891	314141	1.0
14/01/2017	864891	346794	1.0
14/01/2017	864892	348375	1.0
14/01/2017	864892	364499	1.0
14/01/2017	864889	299609	1.0
14/01/2017	864889	304358	1.0
14/01/2017	864888	293282	1.0
14/01/2017	864886	359803	1.0
14/01/2017	864886	363055	1.0
14/01/2017	864882	325564	1.0
14/01/2017	864876	373410	1.0
14/01/2017	864877	366697	1.0
14/01/2017	864878	326280	1.0
14/01/2017	864878	373850	1.0
14/01/2017	864871	215254	1.0
14/01/2017	864872	314634	1.0
14/01/2017	864872	335863	5.0
14/01/2017	864873	325086	1.0
14/01/2017	864873	373850	1.0
14/01/2017	864864	193875	1.0
14/01/2017	864864	329118	2.0
14/01/2017	864864	373850	1.0
14/01/2017	864863	253500	1.0
14/01/2017	864863	290478	1.0
14/01/2017	864863	359958	1.0
14/01/2017	864863	366639	1.0
14/01/2017	864854	314607	1.0
14/01/2017	864854	369795	1.0
14/01/2017	864852	373405	1.0
14/01/2017	864852	373850	1.0
14/01/2017	864853	373404	1.0
14/01/2017	864853	373850	1.0
14/01/2017	864851	373405	1.0
14/01/2017	864851	373850	1.0
14/01/2017	864850	373404	1.0
14/01/2017	864850	373850	1.0
14/01/2017	864847	231197	1.0
14/01/2017	864847	311677	1.0
14/01/2017	864845	215334	1.0
14/01/2017	864845	290480	1.0
14/01/2017	864845	359959	1.0
14/01/2017	864842	364505	1.0
14/01/2017	864843	364489	1.0
14/01/2017	864844	292713	1.0
14/01/2017	864838	238464	1.0
14/01/2017	864839	372800	1.0
14/01/2017	864837	311341	1.0
14/01/2017	864837	346552	1.0
14/01/2017	864832	363055	1.0
14/01/2017	864829	175519	1.0
14/01/2017	864826	365908	1.0
14/01/2017	864827	295842	2.0
14/01/2017	864828	238768	1.0
14/01/2017	864824	364507	1.0
14/01/2017	864820	188660	1.0
14/01/2017	864820	269754	1.0
14/01/2017	864820	280157	2.0
14/01/2017	864820	283659	2.0
14/01/2017	864820	347602	2.0
14/01/2017	864820	371196	1.0
14/01/2017	864820	371464	2.0
14/01/2017	864819	245655	1.0
14/01/2017	864819	269754	1.0
14/01/2017	864819	366773	1.0
14/01/2017	864819	369478	1.0
14/01/2017	864819	371196	1.0
14/01/2017	864819	373286	1.0
14/01/2017	864819	373287	1.0
14/01/2017	864819	373404	1.0
14/01/2017	864819	373850	1.0
14/01/2017	864819	375956	1.0
14/01/2017	864815	331840	1.0
14/01/2017	864815	340241	1.0
14/01/2017	864815	358377	1.0
14/01/2017	864815	359342	1.0
14/01/2017	864815	359343	1.0
14/01/2017	864815	367530	1.0
14/01/2017	864812	74315	1.0
14/01/2017	864812	238490	1.0
14/01/2017	864812	355084	1.0
14/01/2017	864812	358786	1.0
14/01/2017	864811	169033	1.0
14/01/2017	864811	237664	1.0
14/01/2017	864811	338680	1.0
14/01/2017	864811	373850	1.0
14/01/2017	864808	277714	1.0
14/01/2017	864808	280826	1.0
14/01/2017	864808	289849	1.0
14/01/2017	864808	362935	1.0
14/01/2017	864808	373850	1.0
14/01/2017	864807	236503	1.0
14/01/2017	864807	238768	1.0
14/01/2017	864807	335347	1.0
14/01/2017	864806	243063	1.0
14/01/2017	864806	243075	1.0
14/01/2017	864806	353867	1.0
14/01/2017	864804	215596	1.0
14/01/2017	864804	290478	1.0
14/01/2017	864804	338680	1.0
14/01/2017	864804	355813	1.0
14/01/2017	864804	359958	1.0
14/01/2017	864804	366639	1.0
14/01/2017	864802	373400	1.0
14/01/2017	864802	373850	1.0
14/01/2017	864803	308519	1.0
14/01/2017	864803	373404	1.0
14/01/2017	864803	373850	1.0
14/01/2017	864788	322388	1.0
14/01/2017	864793	335347	1.0
14/01/2017	864793	350488	1.0
14/01/2017	864794	325908	1.0
14/01/2017	864794	373850	1.0
14/01/2017	864785	30249	1.0
14/01/2017	864785	367993	1.0
14/01/2017	864784	373404	1.0
14/01/2017	864784	373850	1.0
14/01/2017	864781	373403	1.0
14/01/2017	864781	373850	1.0
14/01/2017	864782	280935	3.0
14/01/2017	864778	351328	1.0
14/01/2017	864779	361997	1.0
14/01/2017	864780	328122	1.0
14/01/2017	864775	292713	1.0
14/01/2017	864776	309850	1.0
14/01/2017	864777	367914	1.0
14/01/2017	864774	356144	1.0
14/01/2017	864773	280365	1.0
14/01/2017	864770	367281	1.0
14/01/2017	864771	364018	1.0
14/01/2017	864772	353863	1.0
14/01/2017	864769	336251	1.0
14/01/2017	864767	367536	1.0
14/01/2017	864768	369446	1.0
14/01/2017	864765	352699	1.0
14/01/2017	864766	327646	1.0
14/01/2017	864763	304438	1.0
14/01/2017	864761	286879	1.0
14/01/2017	864760	364489	1.0
14/01/2017	864759	193875	1.0
14/01/2017	864759	269754	1.0
14/01/2017	864759	329118	2.0
14/01/2017	864759	371196	1.0
14/01/2017	864759	373405	1.0
14/01/2017	864759	373850	1.0
14/01/2017	864758	223437	1.0
14/01/2017	864758	290478	1.0
14/01/2017	864758	359958	1.0
14/01/2017	864758	362914	1.0
14/01/2017	864758	366639	1.0
14/01/2017	864758	373850	1.0
14/01/2017	864757	269754	1.0
14/01/2017	864757	290478	1.0
14/01/2017	864757	329167	1.0
14/01/2017	864757	355813	2.0
14/01/2017	864757	359958	1.0
14/01/2017	864757	366639	1.0
14/01/2017	864757	371196	1.0
14/01/2017	864757	373406	1.0
14/01/2017	864757	373850	1.0
14/01/2017	864756	215334	1.0
14/01/2017	864756	274211	1.0
14/01/2017	864756	290478	1.0
14/01/2017	864756	311675	1.0
14/01/2017	864756	329167	1.0
14/01/2017	864756	359958	1.0
14/01/2017	864756	366639	1.0
14/01/2017	864755	269754	1.0
14/01/2017	864755	371196	1.0
14/01/2017	864755	373406	1.0
14/01/2017	864755	373850	1.0
14/01/2017	864754	269754	2.0
14/01/2017	864754	293282	1.0
14/01/2017	864754	296827	1.0
14/01/2017	864754	346659	6.0
14/01/2017	864754	371196	2.0
14/01/2017	864750	332895	1.0
14/01/2017	864750	368947	1.0
14/01/2017	864753	269754	1.0
14/01/2017	864753	371196	1.0
14/01/2017	864753	373400	1.0
14/01/2017	864753	373404	1.0
14/01/2017	864753	373850	1.0
14/01/2017	864748	364018	1.0
14/01/2017	864749	344984	1.0
14/01/2017	864738	320596	1.0
14/01/2017	864742	319363	1.0
14/01/2017	864743	349662	1.0
14/01/2017	864736	180664	1.0
14/01/2017	864737	57030	1.0
14/01/2017	864735	242336	1.0
14/01/2017	864735	242349	1.0
14/01/2017	864735	369479	1.0
14/01/2017	864735	373286	1.0
14/01/2017	864735	373287	1.0
14/01/2017	864733	216387	1.0
14/01/2017	864733	325503	1.0
14/01/2017	864733	325506	1.0
14/01/2017	864733	363164	1.0
14/01/2017	864732	290478	1.0
14/01/2017	864732	306731	1.0
14/01/2017	864732	329167	1.0
14/01/2017	864732	359958	1.0
14/01/2017	864732	366639	1.0
14/01/2017	864730	269754	1.0
14/01/2017	864730	326259	2.0
14/01/2017	864730	364018	1.0
14/01/2017	864730	371196	1.0
14/01/2017	864729	112783	1.0
14/01/2017	864729	269754	1.0
07/01/2017	847838	373252	1.0
07/01/2017	847838	373266	1.0
07/01/2017	847838	373270	1.0
07/01/2017	847838	373286	1.0
07/01/2017	847838	373287	1.0
07/01/2017	847838	373405	1.0
07/01/2017	847223	373270	1.0
07/01/2017	847223	373405	2.0
07/01/2017	847221	347111	1.0
07/01/2017	847221	373270	1.0
07/01/2017	847198	216132	1.0
07/01/2017	847198	373244	1.0
07/01/2017	847207	364018	1.0
07/01/2017	847207	373270	1.0
07/01/2017	847187	336473	1.0
07/01/2017	847187	373272	1.0
07/01/2017	847188	338431	1.0
07/01/2017	847188	373247	1.0
07/01/2017	847837	253500	4.0
07/01/2017	847837	290478	1.0
07/01/2017	847837	343143	2.0
07/01/2017	847837	355811	2.0
07/01/2017	847837	359958	1.0
07/01/2017	847837	362062	1.0
07/01/2017	847837	364018	1.0
07/01/2017	847837	366639	1.0
07/01/2017	847837	373270	1.0
07/01/2017	847837	373404	2.0
07/01/2017	847837	373405	2.0
07/01/2017	847185	354910	1.0
07/01/2017	847185	372231	1.0
07/01/2017	847186	304358	1.0
07/01/2017	847186	373272	1.0
07/01/2017	847835	253500	2.0
07/01/2017	847835	280050	1.0
07/01/2017	847835	290478	1.0
07/01/2017	847835	304358	1.0
07/01/2017	847835	343143	1.0
07/01/2017	847835	355811	1.0
07/01/2017	847835	359958	1.0
07/01/2017	847835	366639	1.0
07/01/2017	847835	369473	1.0
07/01/2017	847835	373270	1.0
07/01/2017	847835	373272	1.0
07/01/2017	847832	231197	1.0
07/01/2017	847832	311677	1.0
07/01/2017	847832	342059	1.0
07/01/2017	847832	343167	1.0
07/01/2017	847832	349534	1.0
07/01/2017	847832	349535	1.0
07/01/2017	847832	349537	1.0
07/01/2017	847832	373262	1.0
07/01/2017	847832	373268	1.0
07/01/2017	847831	332758	1.0
07/01/2017	847831	342059	1.0
07/01/2017	847831	343167	1.0
07/01/2017	847831	349534	1.0
07/01/2017	847831	349535	1.0
07/01/2017	847831	349537	1.0
07/01/2017	847831	349928	1.0
07/01/2017	847831	373262	1.0
07/01/2017	847830	188660	1.0
07/01/2017	847830	238490	1.0
07/01/2017	847830	332917	1.0
07/01/2017	847830	369466	1.0
07/01/2017	847830	372408	1.0
07/01/2017	847830	373270	1.0
07/01/2017	847830	373272	1.0
07/01/2017	847830	373281	1.0
07/01/2017	847830	373404	1.0
07/01/2017	847830	373405	2.0
07/01/2017	847828	337876	1.0
07/01/2017	847828	342059	1.0
07/01/2017	847828	343167	1.0
07/01/2017	847828	346406	1.0
07/01/2017	847828	349534	1.0
07/01/2017	847828	349535	1.0
07/01/2017	847828	349537	1.0
07/01/2017	847828	362110	1.0
07/01/2017	847828	373262	1.0
07/01/2017	847826	253500	2.0
07/01/2017	847826	290478	1.0
07/01/2017	847826	343143	1.0
07/01/2017	847826	355379	1.0
07/01/2017	847826	355811	1.0
07/01/2017	847826	359958	1.0
07/01/2017	847826	366639	1.0
07/01/2017	847826	373270	1.0
07/01/2017	847826	373404	1.0
07/01/2017	847826	373405	1.0
07/01/2017	847825	253500	2.0
07/01/2017	847825	290478	1.0
07/01/2017	847825	304612	1.0
07/01/2017	847825	332758	1.0
07/01/2017	847825	343143	1.0
07/01/2017	847825	349928	1.0
07/01/2017	847825	355811	1.0
07/01/2017	847825	358031	1.0
07/01/2017	847825	359958	1.0
07/01/2017	847825	366639	1.0
07/01/2017	847824	253500	2.0
07/01/2017	847824	290478	1.0
07/01/2017	847824	306731	1.0
07/01/2017	847824	329167	1.0
07/01/2017	847824	343143	1.0
07/01/2017	847824	355811	1.0
07/01/2017	847824	359958	1.0
07/01/2017	847824	366639	1.0
07/01/2017	847823	253500	2.0
07/01/2017	847823	290478	1.0
07/01/2017	847823	343143	1.0
07/01/2017	847823	355811	1.0
07/01/2017	847823	359116	1.0
07/01/2017	847823	359958	1.0
07/01/2017	847823	366639	1.0
07/01/2017	847823	373262	1.0
07/01/2017	847822	132374	1.0
07/01/2017	847822	248502	1.0
07/01/2017	847822	255369	1.0
07/01/2017	847822	341030	1.0
07/01/2017	847822	358298	1.0
07/01/2017	847822	364508	1.0
07/01/2017	847822	367421	1.0
07/01/2017	847821	253500	2.0
07/01/2017	847821	290478	1.0
07/01/2017	847821	343143	1.0
07/01/2017	847821	355811	1.0
07/01/2017	847821	359958	1.0
07/01/2017	847821	364489	1.0
07/01/2017	847821	366639	1.0
07/01/2017	847821	373270	1.0
07/01/2017	847820	253500	2.0
07/01/2017	847820	290478	1.0
07/01/2017	847820	343143	1.0
07/01/2017	847820	355811	1.0
07/01/2017	847820	359958	1.0
07/01/2017	847820	366094	1.0
07/01/2017	847820	366639	1.0
07/01/2017	847819	253500	2.0
07/01/2017	847819	260268	1.0
07/01/2017	847819	290478	1.0
07/01/2017	847819	343143	1.0
07/01/2017	847819	355811	1.0
07/01/2017	847819	359958	1.0
07/01/2017	847819	366639	1.0
07/01/2017	847818	87272	1.0
07/01/2017	847818	332524	1.0
07/01/2017	847818	367281	1.0
07/01/2017	847818	369442	1.0
07/01/2017	847818	373241	1.0
07/01/2017	847818	373270	1.0
07/01/2017	847818	373403	1.0
07/01/2017	847816	321568	1.0
07/01/2017	847816	321571	1.0
07/01/2017	847816	321585	1.0
07/01/2017	847816	326018	1.0
07/01/2017	847816	368049	1.0
07/01/2017	847816	368958	1.0
07/01/2017	847816	373247	1.0
07/01/2017	847811	253500	2.0
07/01/2017	847811	260268	1.0
07/01/2017	847811	290478	1.0
07/01/2017	847811	343143	1.0
07/01/2017	847811	355811	1.0
07/01/2017	847811	359958	1.0
07/01/2017	847811	366639	1.0
07/01/2017	847810	290478	1.0
07/01/2017	847810	306731	1.0
07/01/2017	847810	329167	1.0
07/01/2017	847810	359958	1.0
07/01/2017	847810	366639	1.0
07/01/2017	847810	373270	1.0
07/01/2017	847810	373404	1.0
07/01/2017	847807	253500	2.0
07/01/2017	847807	290478	1.0
07/01/2017	847807	343143	1.0
07/01/2017	847807	350836	1.0
07/01/2017	847807	355811	1.0
07/01/2017	847807	359958	1.0
07/01/2017	847807	366639	1.0
07/01/2017	847806	253500	2.0
07/01/2017	847806	290478	1.0
07/01/2017	847806	342794	1.0
07/01/2017	847806	343143	1.0
07/01/2017	847806	355811	1.0
07/01/2017	847806	359958	1.0
07/01/2017	847806	366639	1.0
07/01/2017	847805	253500	2.0
07/01/2017	847805	290478	1.0
07/01/2017	847805	314636	1.0
07/01/2017	847805	343143	1.0
07/01/2017	847805	355811	1.0
07/01/2017	847805	359958	1.0
07/01/2017	847805	366639	1.0
07/01/2017	847803	253500	2.0
07/01/2017	847803	274209	1.0
07/01/2017	847803	290478	1.0
07/01/2017	847803	343143	1.0
07/01/2017	847803	355811	1.0
07/01/2017	847803	359958	1.0
07/01/2017	847803	366639	1.0
07/01/2017	847801	270134	1.0
07/01/2017	847801	318984	1.0
07/01/2017	847801	350489	1.0
07/01/2017	847801	367288	1.0
07/01/2017	847801	369473	1.0
07/01/2017	847801	373270	1.0
07/01/2017	847796	74315	1.0
07/01/2017	847796	238490	1.0
07/01/2017	847796	355084	1.0
07/01/2017	847796	358786	1.0
07/01/2017	847796	373270	1.0
07/01/2017	847796	373281	1.0
07/01/2017	847795	280053	1.0
07/01/2017	847795	290478	1.0
07/01/2017	847795	329167	1.0
07/01/2017	847795	355812	1.0
07/01/2017	847795	359958	1.0
07/01/2017	847795	366639	1.0
07/01/2017	847793	253500	2.0
07/01/2017	847793	290478	1.0
07/01/2017	847793	343143	1.0
07/01/2017	847793	355811	1.0
07/01/2017	847793	359958	1.0
07/01/2017	847793	366639	1.0
07/01/2017	847791	253500	2.0
07/01/2017	847791	290478	1.0
07/01/2017	847791	343143	1.0
07/01/2017	847791	355811	1.0
07/01/2017	847791	359958	1.0
07/01/2017	847791	366639	1.0
07/01/2017	847789	253500	2.0
07/01/2017	847789	290478	1.0
07/01/2017	847789	343143	1.0
07/01/2017	847789	355811	1.0
07/01/2017	847789	359958	1.0
07/01/2017	847789	366639	1.0
07/01/2017	847788	358250	1.0
07/01/2017	847788	362655	1.0
07/01/2017	847788	363055	1.0
07/01/2017	847788	373270	1.0
07/01/2017	847788	373404	1.0
07/01/2017	847788	373405	1.0
07/01/2017	847783	253500	2.0
07/01/2017	847783	290478	1.0
07/01/2017	847783	343143	1.0
07/01/2017	847783	355811	1.0
07/01/2017	847783	359958	1.0
07/01/2017	847783	366639	1.0
07/01/2017	847780	344620	1.0
07/01/2017	847780	344623	1.0
07/01/2017	847780	344625	1.0
07/01/2017	847780	344626	2.0
07/01/2017	847780	371539	1.0
07/01/2017	847779	264642	1.0
07/01/2017	847779	280939	1.0
07/01/2017	847779	334473	1.0
07/01/2017	847779	334475	1.0
07/01/2017	847779	373266	1.0
07/01/2017	847775	253500	2.0
07/01/2017	847775	290478	1.0
07/01/2017	847775	343143	1.0
07/01/2017	847775	355811	1.0
07/01/2017	847775	359958	1.0
07/01/2017	847775	366639	1.0
07/01/2017	847774	253500	2.0
07/01/2017	847774	290478	1.0
07/01/2017	847774	343143	1.0
07/01/2017	847774	355811	1.0
07/01/2017	847774	359958	1.0
07/01/2017	847774	366639	1.0
07/01/2017	847772	280826	1.0
07/01/2017	847772	352693	1.0
07/01/2017	847772	369441	1.0
07/01/2017	847772	373270	1.0
07/01/2017	847772	373400	1.0
07/01/2017	847770	353863	1.0
07/01/2017	847770	369462	1.0
07/01/2017	847770	369468	1.0
07/01/2017	847770	369835	1.0
07/01/2017	847770	373270	1.0
07/01/2017	847768	260268	1.0
07/01/2017	847768	290478	1.0
07/01/2017	847768	359958	1.0
07/01/2017	847768	366639	1.0
07/01/2017	847768	367282	1.0
07/01/2017	847766	245655	1.0
07/01/2017	847766	344729	1.0
07/01/2017	847766	366773	1.0
07/01/2017	847766	373286	1.0
07/01/2017	847766	373287	1.0
07/01/2017	847765	67221	1.0
07/01/2017	847765	295842	1.0
07/01/2017	847765	335864	1.0
07/01/2017	847765	373266	1.0
07/01/2017	847764	245655	1.0
07/01/2017	847764	366773	1.0
07/01/2017	847764	369479	1.0
07/01/2017	847764	373286	1.0
07/01/2017	847764	373287	1.0
07/01/2017	847763	223132	1.0
07/01/2017	847763	264149	1.0
07/01/2017	847763	332917	1.0
07/01/2017	847763	340387	1.0
07/01/2017	847762	369479	1.0
07/01/2017	847762	373270	1.0
07/01/2017	847762	373286	1.0
07/01/2017	847762	373287	1.0
07/01/2017	847762	373404	1.0
07/01/2017	847761	240064	3.0
07/01/2017	847761	289877	1.0
07/01/2017	847761	336443	1.0
07/01/2017	847761	366342	3.0
07/01/2017	847761	367421	1.0
07/01/2017	847760	139852	3.0
07/01/2017	847760	266808	1.0
07/01/2017	847760	346406	4.0
07/01/2017	847760	373262	1.0
07/01/2017	847758	287925	1.0
07/01/2017	847758	353452	1.0
07/01/2017	847758	364018	1.0
07/01/2017	847758	373270	1.0
07/01/2017	847750	364489	1.0
07/01/2017	847750	373270	1.0
07/01/2017	847750	373404	2.0
07/01/2017	847750	373405	1.0
07/01/2017	847752	367281	1.0
07/01/2017	847752	373270	1.0
07/01/2017	847752	373404	1.0
07/01/2017	847752	373405	1.0
07/01/2017	847742	346406	1.0
07/01/2017	847742	362110	1.0
07/01/2017	847742	373262	1.0
07/01/2017	847742	373411	1.0
07/01/2017	847744	373270	1.0
07/01/2017	847744	373404	2.0
07/01/2017	847744	373405	2.0
07/01/2017	847741	330665	2.0
07/01/2017	847741	340189	1.0
07/01/2017	847741	373270	1.0
07/01/2017	847739	367288	1.0
07/01/2017	847739	369473	1.0
07/01/2017	847739	373270	1.0
07/01/2017	847736	373270	1.0
07/01/2017	847736	373404	1.0
07/01/2017	847736	373405	1.0
07/01/2017	847735	270134	1.0
07/01/2017	847735	366697	1.0
07/01/2017	847735	373272	1.0
07/01/2017	847734	215439	1.0
07/01/2017	847734	245655	1.0
07/01/2017	847734	366773	1.0
07/01/2017	847732	273963	1.0
07/01/2017	847732	309849	1.0
07/01/2017	847732	338730	1.0
07/01/2017	847731	317898	1.0
07/01/2017	847731	338727	1.0
07/01/2017	847731	373404	1.0
07/01/2017	847727	245655	1.0
07/01/2017	847727	330782	1.0
07/01/2017	847727	366773	1.0
07/01/2017	847726	30249	1.0
07/01/2017	847726	359571	1.0
07/01/2017	847726	367993	1.0
07/01/2017	847725	264634	1.0
07/01/2017	847725	344082	1.0
07/01/2017	847725	373266	1.0
07/01/2017	847723	373270	1.0
07/01/2017	847723	373404	1.0
07/01/2017	847723	373405	1.0
07/01/2017	847721	362110	1.0
07/01/2017	847721	373262	1.0
07/01/2017	847721	373411	2.0
07/01/2017	847722	315225	1.0
07/01/2017	847722	359100	1.0
07/01/2017	847722	373266	1.0
07/01/2017	847719	364489	1.0
07/01/2017	847719	373270	1.0
07/01/2017	847719	373404	1.0
07/01/2017	847718	373270	1.0
07/01/2017	847718	373404	1.0
07/01/2017	847718	373405	1.0
13/01/2017	862112	315715	1.0
13/01/2017	862112	371196	1.0
13/01/2017	862101	274212	1.0
13/01/2017	862101	280050	1.0
13/01/2017	862101	290478	1.0
13/01/2017	862101	311675	1.0
13/01/2017	862101	359958	1.0
13/01/2017	862101	366639	1.0
13/01/2017	862098	253500	2.0
13/01/2017	862098	343143	1.0
13/01/2017	862098	355811	1.0
13/01/2017	862098	359958	1.0
13/01/2017	862100	253500	2.0
13/01/2017	862100	290478	1.0
13/01/2017	862100	343143	1.0
13/01/2017	862100	355811	1.0
13/01/2017	862100	359958	1.0
13/01/2017	862100	366639	1.0
13/01/2017	862097	269754	2.0
13/01/2017	862097	293282	1.0
13/01/2017	862097	346659	6.0
13/01/2017	862097	371196	2.0
13/01/2017	862076	373405	1.0
13/01/2017	862076	373850	1.0
13/01/2017	862075	300554	1.0
13/01/2017	862070	364489	1.0
13/01/2017	862069	364018	1.0
13/01/2017	862067	364489	1.0
13/01/2017	862068	373405	1.0
13/01/2017	862068	373850	1.0
13/01/2017	862060	373405	1.0
13/01/2017	862060	373850	1.0
13/01/2017	862061	373404	1.0
13/01/2017	862061	373850	1.0
13/01/2017	862059	373404	1.0
13/01/2017	862059	373850	1.0
13/01/2017	862056	269754	1.0
13/01/2017	862056	335344	1.0
13/01/2017	862056	335346	1.0
13/01/2017	862056	335347	1.0
13/01/2017	862056	342058	1.0
13/01/2017	862056	362110	1.0
13/01/2017	862056	364018	1.0
13/01/2017	862056	367231	1.0
13/01/2017	862056	371196	1.0
13/01/2017	862056	373262	1.0
13/01/2017	862056	373411	1.0
13/01/2017	862056	375956	1.0
13/01/2017	862055	215515	3.0
13/01/2017	862055	230952	1.0
13/01/2017	862055	269754	1.0
13/01/2017	862055	342058	1.0
13/01/2017	862055	342059	1.0
13/01/2017	862055	343167	1.0
13/01/2017	862055	349534	1.0
13/01/2017	862055	349535	1.0
13/01/2017	862055	349537	1.0
13/01/2017	862055	362110	1.0
13/01/2017	862055	371196	1.0
13/01/2017	862055	373262	1.0
13/01/2017	862055	375956	1.0
13/01/2017	862052	167270	1.0
13/01/2017	862052	269754	1.0
13/01/2017	862052	305770	1.0
13/01/2017	862052	308048	1.0
13/01/2017	862052	310361	1.0
13/01/2017	862052	329164	1.0
13/01/2017	862052	356144	1.0
13/01/2017	862052	363055	1.0
13/01/2017	862052	365648	1.0
13/01/2017	862052	366095	1.0
13/01/2017	862052	371196	1.0
13/01/2017	862051	269754	1.0
13/01/2017	862051	290478	1.0
13/01/2017	862051	305271	5.0
13/01/2017	862051	337101	1.0
13/01/2017	862051	359958	1.0
13/01/2017	862051	364473	1.0
13/01/2017	862051	365215	1.0
13/01/2017	862051	366639	4.0
13/01/2017	862051	366641	3.0
13/01/2017	862051	367544	1.0
13/01/2017	862051	371196	1.0
13/01/2017	862050	269754	1.0
13/01/2017	862050	274211	1.0
13/01/2017	862050	290478	1.0
13/01/2017	862050	337164	1.0
13/01/2017	862050	359958	1.0
13/01/2017	862050	366639	1.0
13/01/2017	862050	371196	1.0
13/01/2017	862050	373405	1.0
13/01/2017	862050	373842	1.0
13/01/2017	862050	373850	1.0
13/01/2017	862049	253500	2.0
13/01/2017	862049	260268	1.0
13/01/2017	862049	274212	1.0
13/01/2017	862049	290478	1.0
13/01/2017	862049	329167	1.0
13/01/2017	862049	343143	1.0
13/01/2017	862049	355811	1.0
13/01/2017	862049	355813	1.0
13/01/2017	862049	359958	1.0
13/01/2017	862049	366639	1.0
13/01/2017	862047	253500	2.0
13/01/2017	862047	269754	1.0
13/01/2017	862047	290478	1.0
13/01/2017	862047	343143	1.0
13/01/2017	862047	355811	1.0
13/01/2017	862047	359958	1.0
13/01/2017	862047	366639	1.0
13/01/2017	862047	371196	1.0
13/01/2017	862047	373404	1.0
13/01/2017	862047	373850	1.0
13/01/2017	862046	169033	1.0
13/01/2017	862046	193875	1.0
13/01/2017	862046	269754	1.0
13/01/2017	862046	278831	1.0
13/01/2017	862046	278832	1.0
13/01/2017	862046	371196	1.0
13/01/2017	862046	373263	1.0
13/01/2017	862046	373404	1.0
13/01/2017	862046	373405	1.0
13/01/2017	862046	373406	1.0
13/01/2017	862046	373850	1.0
13/01/2017	862045	253500	4.0
13/01/2017	862045	269754	1.0
13/01/2017	862045	290478	1.0
13/01/2017	862045	343143	2.0
13/01/2017	862045	355811	2.0
13/01/2017	862045	359958	1.0
13/01/2017	862045	366639	1.0
13/01/2017	862045	371196	1.0
13/01/2017	862045	373405	1.0
13/01/2017	862045	373850	1.0
13/01/2017	862044	269754	1.0
13/01/2017	862044	290478	1.0
13/01/2017	862044	311675	1.0
13/01/2017	862044	314141	1.0
13/01/2017	862044	329167	1.0
13/01/2017	862044	337100	1.0
13/01/2017	862044	346794	1.0
13/01/2017	862044	359958	1.0
13/01/2017	862044	366637	1.0
13/01/2017	862044	366639	1.0
13/01/2017	862044	371196	1.0
13/01/2017	862043	253500	2.0
13/01/2017	862043	269754	2.0
13/01/2017	862043	290478	1.0
13/01/2017	862043	343143	1.0
13/01/2017	862043	355811	1.0
13/01/2017	862043	359958	1.0
13/01/2017	862043	366639	1.0
13/01/2017	862043	371196	2.0
13/01/2017	862043	373404	1.0
13/01/2017	862043	373405	1.0
13/01/2017	862043	373850	1.0
13/01/2017	862040	269754	1.0
13/01/2017	862040	330863	5.0
13/01/2017	862040	330865	1.0
13/01/2017	862040	344612	5.0
13/01/2017	862040	362915	1.0
13/01/2017	862040	371196	1.0
13/01/2017	862040	373405	1.0
13/01/2017	862040	373850	1.0
13/01/2017	862039	263928	1.0
13/01/2017	862039	269754	1.0
13/01/2017	862039	273963	1.0
13/01/2017	862039	309849	1.0
13/01/2017	862039	338730	1.0
13/01/2017	862039	371196	1.0
13/01/2017	862039	373404	1.0
13/01/2017	862039	373850	1.0
13/01/2017	862038	269754	1.0
13/01/2017	862038	274075	1.0
13/01/2017	862038	314709	1.0
13/01/2017	862038	331656	1.0
